function_one_type,function_one_name,function_one_startline,function_one_endline,function_two_type,function_two_name,function_two_startline,function_two_endline,syntactic_type,similarity_line,similarity_token
selected,1253848.java,33,45,selected,1829489.java,289,300,3,0.7333333333333334,0.8679245283018868
selected,327063.java,157,168,selected,1253848.java,33,45,3,0.8,0.8679245283018868
selected,1253848.java,33,45,selected,215042.java,58,70,3,0.8,0.8571428571428572
selected,215314.java,69,90,selected,1359688.java,162,180,3,0.7083333333333333,0.8432835820895522
selected,1253848.java,33,45,selected,1023723.java,24,35,3,0.7333333333333334,0.8679245283018868
selected,2082.java,64,76,selected,1253848.java,33,45,3,0.8,0.8571428571428572
selected,1774964.java,17,58,selected,1427675.java,21,59,3,0.9318181818181819,0.8989473684210526
selected,2482089.java,107,133,selected,215314.java,69,90,3,0.7241379310344828,0.7664670658682635
selected,215314.java,69,90,selected,181736.java,311,328,3,0.7916666666666666,0.7462686567164178
selected,1701076.java,27,68,selected,1774964.java,17,58,3,0.8181818181818181,0.7899461400359067
selected,1571204.java,43,49,selected,1627071.java,116,122,3,0.8571428571428572,0.9705882352941176
selected,1054088.java,28,72,selected,1774964.java,17,58,3,0.8043478260869565,0.8014571948998178
selected,1571204.java,43,49,selected,1647854.java,14,21,3,0.7777777777777778,0.8607594936708861
selected,2245750.java,230,237,selected,1571204.java,43,49,3,0.75,0.8571428571428572
selected,2256300.java,15,21,selected,1571204.java,43,49,3,0.8571428571428572,0.9705882352941176
selected,1571204.java,43,49,selected,2566001.java,217,223,3,0.7142857142857143,0.9558823529411765
selected,1571204.java,43,49,selected,690424.java,14,20,3,0.8571428571428572,0.9705882352941176
selected,1571204.java,43,49,selected,1542784.java,128,134,3,0.8571428571428572,0.9705882352941176
selected,2227871.java,105,112,selected,1571204.java,43,49,3,0.875,0.9315068493150684
selected,1571204.java,43,49,selected,2331814.java,67,73,3,0.7142857142857143,0.9558823529411765
selected,1495157.java,230,237,selected,1571204.java,43,49,3,0.75,0.8571428571428572
selected,1571204.java,43,49,selected,2227752.java,18,24,3,0.7142857142857143,0.9558823529411765
selected,1571204.java,43,49,selected,530308.java,111,117,3,0.8571428571428572,0.9705882352941176
selected,1571204.java,43,49,selected,1742081.java,1699,1705,3,0.8571428571428572,0.9411764705882353
selected,1571204.java,43,49,selected,426729.java,43,49,3,0.7142857142857143,0.9558823529411765
selected,2132905.java,72,78,selected,1571204.java,43,49,3,0.7142857142857143,0.9411764705882353
selected,1571204.java,43,49,selected,1408573.java,251,257,3,0.7142857142857143,0.9558823529411765
selected,1571204.java,43,49,selected,971300.java,176,182,3,0.8571428571428572,0.9705882352941176
selected,1571204.java,43,49,selected,2026703.java,472,478,3,0.8571428571428572,0.9852941176470589
selected,1571204.java,43,49,selected,603254.java,82,90,3,0.7777777777777778,0.6938775510204082
selected,1571204.java,43,49,selected,2687364.java,24,30,3,0.8571428571428572,0.9705882352941176
selected,1571204.java,43,49,selected,1893527.java,47,53,3,0.8571428571428572,0.9705882352941176
selected,1953242.java,48,54,selected,1571204.java,43,49,3,0.7142857142857143,0.9565217391304348
selected,208660.java,76,82,selected,1571204.java,43,49,3,0.8571428571428572,0.9705882352941176
selected,1796857.java,36,42,selected,1571204.java,43,49,3,0.8571428571428572,0.9705882352941176
selected,2220153.java,87,93,selected,1571204.java,43,49,3,0.7142857142857143,0.9411764705882353
selected,1571204.java,43,49,selected,1002172.java,24,30,3,0.8571428571428572,0.9305555555555556
selected,1571204.java,43,49,selected,2617201.java,204,210,3,0.7142857142857143,0.9558823529411765
selected,1571204.java,43,49,selected,2037747.java,98,104,3,1,1
selected,2560469.java,17,50,selected,1370199.java,22,55,3,0.9117647058823529,0.9550561797752809
selected,1571204.java,43,49,selected,2001980.java,22,30,3,0.7777777777777778,0.8095238095238095
selected,1571204.java,43,49,selected,1600186.java,565,571,3,0.7142857142857143,0.9558823529411765
selected,624984.java,30,69,selected,2560469.java,17,50,3,0.8,0.7264957264957265
selected,717736.java,132,138,selected,1226233.java,10,16,3,0.7142857142857143,0.9056603773584906
selected,1494993.java,873,899,selected,1098324.java,851,877,3,1,1
selected,10730.java,755,781,selected,1098324.java,851,877,3,0.8148148148148149,0.9698492462311558
selected,1091654.java,63,69,selected,1226233.java,10,16,3,0.7142857142857143,0.9
selected,1098324.java,851,877,selected,925397.java,854,880,3,0.962962962962963,0.965
selected,438322.java,865,885,selected,1098324.java,851,877,3,0.7037037037037037,0.8756476683937824
selected,438322.java,897,917,selected,1098324.java,851,877,3,0.7037037037037037,0.8756476683937824
selected,797836.java,147,161,selected,418452.java,97,111,3,0.9333333333333333,0.992
selected,1896308.java,177,192,selected,418452.java,97,111,3,0.75,0.84
selected,199111.java,139,162,selected,2019311.java,113,135,3,0.7307692307692308,0.6577540106951871
selected,2021481.java,443,465,selected,2019311.java,113,135,3,0.76,0.6951871657754011
selected,1791239.java,31,81,selected,1701076.java,27,68,3,0.7884615384615384,0.7726638772663877
selected,1701076.java,27,68,selected,1427675.java,21,59,3,0.813953488372093,0.7199281867145422
selected,1507679.java,100,127,selected,885096.java,91,118,3,0.9285714285714286,0.9814241486068112
selected,264507.java,28,71,selected,1701076.java,27,68,3,0.7333333333333334,0.800718132854578
selected,1054088.java,28,72,selected,1701076.java,27,68,3,0.8260869565217391,0.9245960502692998
selected,264272.java,754,780,selected,925397.java,854,880,3,0.962962962962963,0.965
selected,264272.java,754,780,selected,1494993.java,873,899,3,1,1
selected,10730.java,755,781,selected,264272.java,754,780,3,0.8148148148148149,0.9698492462311558
selected,264272.java,754,780,selected,438322.java,897,917,3,0.7037037037037037,0.8756476683937824
selected,264272.java,754,780,selected,438322.java,865,885,3,0.7037037037037037,0.8756476683937824
selected,2564261.java,93,104,selected,2027381.java,127,138,3,0.9285714285714286,0.9795918367346939
selected,2564261.java,93,104,selected,1303146.java,127,138,3,0.9285714285714286,0.9795918367346939
selected,214880.java,83,95,selected,2564261.java,93,104,3,0.7333333333333334,0.8440366972477065
selected,2181514.java,120,131,selected,2564261.java,93,104,3,0.8571428571428572,0.9504950495049505
selected,2564261.java,93,104,selected,652645.java,35,46,3,0.9285714285714286,0.9895833333333334
selected,2393609.java,127,138,selected,2564261.java,93,104,3,0.9285714285714286,0.9795918367346939
selected,2564261.java,93,104,selected,2354960.java,15,26,3,0.7142857142857143,0.8645833333333334
selected,2564261.java,93,104,selected,2383916.java,15,27,3,0.7333333333333334,0.8598130841121495
selected,2564261.java,93,104,selected,221494.java,39,50,3,0.9285714285714286,0.9895833333333334
selected,2564261.java,93,104,selected,1480760.java,105,116,3,0.9285714285714286,0.9795918367346939
selected,2564261.java,93,104,selected,653187.java,45,56,3,0.8571428571428572,0.9166666666666666
selected,2564261.java,93,104,selected,422665.java,8,22,3,0.7647058823529411,0.8495575221238938
selected,2231976.java,42,53,selected,2564261.java,93,104,3,0.7142857142857143,0.9484536082474226
selected,2564261.java,93,104,selected,2226703.java,68,80,3,0.8666666666666667,0.9591836734693877
selected,1538221.java,261,272,selected,2564261.java,93,104,3,0.9285714285714286,0.9583333333333334
selected,1344848.java,9,18,selected,2564261.java,93,104,3,0.8571428571428572,0.8958333333333334
selected,2295586.java,234,245,selected,2564261.java,93,104,3,0.9285714285714286,0.9791666666666666
selected,1330483.java,93,103,selected,149408.java,379,389,3,0.7272727272727273,0.7792207792207793
selected,310688.java,127,138,selected,2564261.java,93,104,3,0.9285714285714286,0.9795918367346939
selected,2245750.java,230,237,selected,1627071.java,116,122,3,0.875,0.8831168831168831
selected,1627071.java,116,122,selected,2566001.java,217,223,3,0.8571428571428572,0.9852941176470589
selected,2132905.java,72,78,selected,1627071.java,116,122,3,0.8571428571428572,0.9705882352941176
selected,1623414.java,34,40,selected,1627071.java,116,122,3,0.8571428571428572,0.9705882352941176
selected,2227871.java,105,112,selected,1627071.java,116,122,3,0.75,0.904109589041096
selected,2331814.java,67,73,selected,1627071.java,116,122,3,0.8571428571428572,0.9852941176470589
selected,1495157.java,230,237,selected,1627071.java,116,122,3,0.875,0.8831168831168831
selected,1627071.java,116,122,selected,1408573.java,251,257,3,0.8571428571428572,0.9852941176470589
selected,1627071.java,116,122,selected,1742081.java,1699,1705,3,0.7142857142857143,0.9117647058823529
selected,1627071.java,116,122,selected,2227752.java,18,24,3,0.8571428571428572,0.9852941176470589
selected,1627071.java,116,122,selected,530308.java,111,117,3,0.7142857142857143,0.9411764705882353
selected,1627071.java,116,122,selected,426729.java,43,49,3,0.8571428571428572,0.9852941176470589
selected,1627071.java,116,122,selected,999982.java,18,24,3,0.8571428571428572,0.9705882352941176
selected,1627071.java,116,122,selected,971300.java,176,182,3,0.7142857142857143,0.9411764705882353
selected,1627071.java,116,122,selected,256068.java,549,555,3,0.7142857142857143,0.9444444444444444
selected,208660.java,76,82,selected,1627071.java,116,122,3,1,1
selected,1627071.java,116,122,selected,464186.java,27,33,3,0.8571428571428572,0.9705882352941176
selected,1627071.java,116,122,selected,2026703.java,472,478,3,0.7142857142857143,0.9558823529411765
selected,1953242.java,48,54,selected,1627071.java,116,122,3,0.8571428571428572,0.9855072463768116
selected,2220153.java,87,93,selected,1627071.java,116,122,3,0.8571428571428572,0.9705882352941176
selected,2037747.java,98,104,selected,1627071.java,116,122,3,0.8571428571428572,0.9705882352941176
selected,1627071.java,116,122,selected,685601.java,89,95,3,0.8571428571428572,0.9705882352941176
selected,1627071.java,116,122,selected,1002172.java,24,30,3,0.7142857142857143,0.9027777777777778
selected,2088123.java,40,46,selected,1627071.java,116,122,3,0.8571428571428572,0.9705882352941176
selected,1627071.java,116,122,selected,2617201.java,204,210,3,0.8571428571428572,0.9852941176470589
selected,438322.java,897,917,selected,593263.java,873,899,3,0.7037037037037037,0.8756476683937824
selected,10730.java,755,781,selected,593263.java,873,899,3,0.8148148148148149,0.9698492462311558
selected,1627071.java,116,122,selected,1600186.java,565,571,3,0.8571428571428572,0.9852941176470589
selected,593263.java,873,899,selected,925397.java,854,880,3,0.962962962962963,0.965
selected,438322.java,865,885,selected,593263.java,873,899,3,0.7037037037037037,0.8756476683937824
selected,1914849.java,41,55,selected,311323.java,467,483,3,0.736842105263158,0.7952755905511811
selected,1544157.java,275,289,selected,2592054.java,78,92,3,0.8666666666666667,0.9252336448598131
selected,1494993.java,873,899,selected,593263.java,873,899,3,1,1
selected,10730.java,755,781,selected,2599719.java,838,864,3,0.8148148148148149,0.9698492462311558
default,20245.java,87,105,default,20245.java,125,141,3,0.7391304347826086,0.7614213197969544
selected,2290756.java,41,53,selected,1998205.java,35,47,3,0.8461538461538461,0.8037383177570093
selected,2599719.java,838,864,selected,925397.java,854,880,3,0.962962962962963,0.965
selected,438322.java,865,885,selected,2599719.java,838,864,3,0.7037037037037037,0.8756476683937824
selected,438322.java,897,917,selected,2599719.java,838,864,3,0.7037037037037037,0.8756476683937824
selected,332157.java,480,491,selected,2027381.java,127,138,3,0.9285714285714286,0.9795918367346939
selected,2215970.java,211,222,selected,2215970.java,289,299,3,0.75,0.8585858585858586
selected,1494993.java,873,899,selected,2599719.java,838,864,3,1,1
selected,332157.java,480,491,selected,214880.java,83,95,3,0.7333333333333334,0.8440366972477065
selected,332157.java,480,491,selected,652645.java,35,46,3,0.9285714285714286,0.9895833333333334
selected,332157.java,480,491,selected,1303146.java,127,138,3,0.9285714285714286,0.9795918367346939
selected,332157.java,480,491,selected,2181514.java,120,131,3,0.8571428571428572,0.9504950495049505
selected,2393609.java,127,138,selected,332157.java,480,491,3,0.9285714285714286,0.9795918367346939
selected,332157.java,480,491,selected,2383916.java,15,27,3,0.7333333333333334,0.8598130841121495
selected,332157.java,480,491,selected,2354960.java,15,26,3,0.7142857142857143,0.8645833333333334
selected,332157.java,480,491,selected,653187.java,45,56,3,0.8571428571428572,0.9166666666666666
selected,332157.java,480,491,selected,221494.java,39,50,3,0.9285714285714286,0.9895833333333334
selected,332157.java,480,491,selected,1480760.java,105,116,3,0.9285714285714286,0.9795918367346939
selected,332157.java,480,491,selected,2231976.java,42,53,3,0.7142857142857143,0.9484536082474226
selected,2295586.java,234,245,selected,332157.java,480,491,3,0.9285714285714286,0.9791666666666666
selected,332157.java,480,491,selected,422665.java,8,22,3,0.7647058823529411,0.8495575221238938
selected,332157.java,480,491,selected,2226703.java,68,80,3,0.8666666666666667,0.9591836734693877
selected,332157.java,480,491,selected,1538221.java,261,272,3,0.9285714285714286,0.9583333333333334
selected,332157.java,480,491,selected,1344848.java,9,18,3,0.8571428571428572,0.8958333333333334
selected,816071.java,43,69,selected,1047166.java,372,398,3,0.962962962962963,0.9772727272727273
selected,310688.java,127,138,selected,332157.java,480,491,3,0.9285714285714286,0.9795918367346939
selected,2525899.java,749,777,selected,816071.java,43,69,3,0.896551724137931,0.7762557077625571
selected,816071.java,43,69,selected,2387239.java,361,387,3,0.962962962962963,0.9772727272727273
selected,816071.java,43,69,selected,1424874.java,775,803,3,0.896551724137931,0.7762557077625571
selected,10730.java,755,781,selected,1882693.java,837,863,3,0.8148148148148149,0.9698492462311558
selected,2207987.java,82,105,selected,1359688.java,162,180,3,0.7037037037037037,0.6630434782608696
selected,1882693.java,837,863,selected,925397.java,854,880,3,0.962962962962963,0.965
selected,438322.java,897,917,selected,1882693.java,837,863,3,0.7037037037037037,0.8756476683937824
selected,438322.java,865,885,selected,1882693.java,837,863,3,0.7037037037037037,0.8756476683937824
selected,1494993.java,873,899,selected,1882693.java,837,863,3,1,1
selected,1623394.java,32,47,selected,1623394.java,49,64,3,0.7647058823529411,0.7423312883435582
selected,723194.java,150,154,selected,351740.java,202,206,3,0.8,0.9722222222222222
selected,2126013.java,216,220,selected,351740.java,202,206,3,0.8,0.9722222222222222
selected,1478378.java,191,195,selected,351740.java,202,206,3,0.8,0.9722222222222222
selected,1256511.java,92,96,selected,351740.java,202,206,3,0.8,0.9722222222222222
selected,1543094.java,614,618,selected,351740.java,202,206,3,0.8,0.9722222222222222
selected,566527.java,189,193,selected,351740.java,202,206,3,0.8,0.9722222222222222
selected,282049.java,241,245,selected,351740.java,202,206,3,0.8,0.9722222222222222
selected,2245750.java,230,237,selected,2566001.java,217,223,3,0.75,0.8701298701298701
selected,2245750.java,230,237,selected,2256300.java,15,21,3,0.875,0.8831168831168831
selected,2245750.java,230,237,selected,2331814.java,67,73,3,0.75,0.8701298701298701
selected,2245750.java,230,237,selected,2227871.java,105,112,3,0.75,0.922077922077922
selected,2245750.java,230,237,selected,1542784.java,128,134,3,0.875,0.8831168831168831
selected,2245750.java,230,237,selected,2227752.java,18,24,3,0.75,0.8701298701298701
selected,2245750.java,230,237,selected,690424.java,14,20,3,0.875,0.8831168831168831
selected,2245750.java,230,237,selected,1623414.java,34,40,3,0.75,0.8571428571428572
selected,2132905.java,72,78,selected,2245750.java,230,237,3,0.75,0.8571428571428572
selected,2245750.java,230,237,selected,464186.java,27,33,3,0.75,0.8571428571428572
selected,2245750.java,230,237,selected,1408573.java,251,257,3,0.75,0.8701298701298701
selected,2245750.java,230,237,selected,426729.java,43,49,3,0.75,0.8701298701298701
selected,2245750.java,230,237,selected,2617201.java,204,210,3,0.75,0.8701298701298701
selected,2245750.java,230,237,selected,208660.java,76,82,3,0.875,0.8831168831168831
selected,2245750.java,230,237,selected,1893527.java,47,53,3,0.875,0.8831168831168831
selected,2245750.java,230,237,selected,999982.java,18,24,3,0.75,0.8571428571428572
selected,2245750.java,230,237,selected,1953242.java,48,54,3,0.75,0.8831168831168831
selected,2245750.java,230,237,selected,2687364.java,24,30,3,0.875,0.8831168831168831
selected,2245750.java,230,237,selected,1796857.java,36,42,3,0.875,0.8831168831168831
selected,2245750.java,230,237,selected,2220153.java,87,93,3,0.75,0.8571428571428572
selected,2245750.java,230,237,selected,685601.java,89,95,3,0.75,0.8571428571428572
selected,1623414.java,34,40,selected,2566001.java,217,223,3,0.7142857142857143,0.9558823529411765
selected,2245750.java,230,237,selected,1600186.java,565,571,3,0.75,0.8701298701298701
selected,1542784.java,128,134,selected,2566001.java,217,223,3,0.8571428571428572,0.9852941176470589
selected,2245750.java,230,237,selected,2037747.java,98,104,3,0.75,0.8571428571428572
selected,2245750.java,230,237,selected,2088123.java,40,46,3,0.75,0.8571428571428572
selected,2551240.java,76,82,selected,2200357.java,161,166,3,0.8571428571428572,0.875
selected,1715559.java,99,112,selected,1244638.java,133,147,3,0.8421052631578947,0.9197530864197531
selected,2256300.java,15,21,selected,2566001.java,217,223,3,0.8571428571428572,0.9852941176470589
selected,690424.java,14,20,selected,2566001.java,217,223,3,0.8571428571428572,0.9852941176470589
selected,2132905.java,72,78,selected,2566001.java,217,223,3,0.8571428571428572,0.9850746268656716
selected,1495157.java,230,237,selected,2566001.java,217,223,3,0.75,0.8701298701298701
selected,406522.java,127,133,selected,2566001.java,217,223,3,0.7142857142857143,0.9436619718309859
selected,1408573.java,251,257,selected,2566001.java,217,223,3,0.8571428571428572,0.9705882352941176
selected,1742081.java,1699,1705,selected,2566001.java,217,223,3,0.7142857142857143,0.9253731343283582
selected,426729.java,43,49,selected,2566001.java,217,223,3,0.8571428571428572,0.9850746268656716
selected,2227752.java,18,24,selected,2566001.java,217,223,3,0.8571428571428572,0.9705882352941176
selected,2687364.java,24,30,selected,2566001.java,217,223,3,0.8571428571428572,0.9852941176470589
selected,530308.java,111,117,selected,2566001.java,217,223,3,0.7142857142857143,0.9552238805970149
selected,464186.java,27,33,selected,2566001.java,217,223,3,0.7142857142857143,0.9558823529411765
selected,217680.java,219,225,selected,2566001.java,217,223,3,0.7142857142857143,0.9436619718309859
selected,2026703.java,472,478,selected,2566001.java,217,223,3,0.7142857142857143,0.9411764705882353
selected,208660.java,76,82,selected,2566001.java,217,223,3,0.8571428571428572,0.9852941176470589
selected,999982.java,18,24,selected,2566001.java,217,223,3,0.7142857142857143,0.9558823529411765
selected,1893527.java,47,53,selected,2566001.java,217,223,3,0.8571428571428572,0.9852941176470589
selected,971300.java,176,182,selected,2566001.java,217,223,3,0.7142857142857143,0.9552238805970149
selected,1953242.java,48,54,selected,2566001.java,217,223,3,0.8571428571428572,0.9710144927536232
selected,685601.java,89,95,selected,2566001.java,217,223,3,0.7142857142857143,0.9558823529411765
selected,1002172.java,24,30,selected,2566001.java,217,223,3,0.7142857142857143,0.9027777777777778
selected,1005846.java,194,200,selected,2566001.java,217,223,3,0.7142857142857143,0.9436619718309859
selected,2088123.java,40,46,selected,2566001.java,217,223,3,0.7142857142857143,0.9558823529411765
selected,1796857.java,36,42,selected,2566001.java,217,223,3,0.8571428571428572,0.9852941176470589
selected,2037747.java,98,104,selected,2566001.java,217,223,3,0.7142857142857143,0.9558823529411765
selected,2617201.java,204,210,selected,2566001.java,217,223,3,0.8571428571428572,0.9705882352941176
selected,1574719.java,145,163,selected,418831.java,80,100,3,0.7727272727272727,0.8161764705882353
selected,2220153.java,87,93,selected,2566001.java,217,223,3,0.8571428571428572,0.9850746268656716
selected,1600186.java,565,571,selected,2566001.java,217,223,3,0.8571428571428572,0.9705882352941176
selected,1435050.java,199,217,selected,418831.java,80,100,3,0.7727272727272727,0.8161764705882353
selected,882365.java,379,402,selected,418831.java,80,100,3,0.75,0.6896551724137931
selected,926926.java,63,81,selected,418831.java,80,100,3,0.8181818181818181,0.8308823529411764
selected,572754.java,19,37,selected,418831.java,80,100,3,0.8181818181818181,0.8308823529411764
selected,668466.java,50,68,selected,418831.java,80,100,3,0.7727272727272727,0.7867647058823529
selected,2102326.java,637,658,selected,418831.java,80,100,3,0.7727272727272727,0.7551020408163265
selected,1748547.java,90,112,selected,418831.java,80,100,3,0.7391304347826086,0.8088235294117647
selected,1831582.java,207,224,selected,418831.java,80,100,3,0.7272727272727273,0.7794117647058824
selected,418831.java,80,100,selected,1524798.java,43,61,3,0.7727272727272727,0.8235294117647058
selected,1234284.java,70,88,selected,418831.java,80,100,3,0.8181818181818181,0.8308823529411764
selected,693554.java,184,203,selected,418831.java,80,100,3,0.7272727272727273,0.8161764705882353
selected,418831.java,80,100,selected,169032.java,187,205,3,0.8181818181818181,0.8308823529411764
selected,138213.java,35,53,selected,418831.java,80,100,3,0.8181818181818181,0.8308823529411764
selected,1057320.java,207,224,selected,418831.java,80,100,3,0.7272727272727273,0.7794117647058824
selected,1819337.java,144,162,selected,418831.java,80,100,3,0.7727272727272727,0.8235294117647058
selected,1791697.java,70,88,selected,418831.java,80,100,3,0.7727272727272727,0.8161764705882353
selected,2556943.java,11,29,selected,418831.java,80,100,3,0.8181818181818181,0.8308823529411764
selected,2364800.java,70,88,selected,418831.java,80,100,3,0.8181818181818181,0.8308823529411764
selected,388654.java,111,129,selected,418831.java,80,100,3,0.7727272727272727,0.8235294117647058
selected,1921449.java,65,83,selected,418831.java,80,100,3,0.8181818181818181,0.8308823529411764
selected,1597770.java,195,215,selected,418831.java,80,100,3,0.7272727272727273,0.8235294117647058
selected,2425328.java,198,213,selected,1002110.java,19,34,3,0.75,0.9423076923076923
selected,42000.java,49,64,selected,2425328.java,198,213,3,0.8125,0.9615384615384616
selected,2016846.java,39,81,selected,1144005.java,142,184,3,0.9272727272727272,0.9727891156462585
selected,920983.java,188,205,selected,2425328.java,198,213,3,0.8333333333333334,0.8319327731092436
selected,2425328.java,198,213,selected,1126373.java,107,122,3,0.75,0.9523809523809523
selected,2016846.java,39,81,selected,2237913.java,17,59,3,0.7636363636363637,0.8979591836734694
selected,2425328.java,198,213,selected,1948447.java,147,165,3,0.8421052631578947,0.8264462809917356
selected,2016846.java,39,81,selected,226776.java,20,62,3,0.9272727272727272,0.9727891156462585
default,110358.java,14,58,selected,2016846.java,39,81,3,0.75,0.9002267573696145
selected,2016846.java,39,81,selected,1819038.java,10,52,3,0.7454545454545455,0.7981859410430839
selected,2016846.java,39,81,selected,293333.java,72,107,3,0.8363636363636364,0.8095238095238095
selected,2016846.java,39,81,selected,673606.java,16,53,3,0.8363636363636364,0.800453514739229
selected,2016846.java,39,81,selected,2685697.java,64,106,3,0.9090909090909091,0.9705215419501134
selected,2016846.java,39,81,selected,1208371.java,105,147,3,0.9272727272727272,0.9727891156462585
selected,2016846.java,39,81,selected,1568102.java,73,108,3,0.8363636363636364,0.8095238095238095
selected,10730.java,755,781,selected,2430560.java,874,900,3,0.8148148148148149,0.9698492462311558
selected,2430560.java,874,900,selected,925397.java,854,880,3,0.962962962962963,0.965
selected,438322.java,897,917,selected,2430560.java,874,900,3,0.7037037037037037,0.8756476683937824
selected,438322.java,865,885,selected,2430560.java,874,900,3,0.7037037037037037,0.8756476683937824
selected,2306882.java,153,169,selected,2696195.java,18,36,3,0.7619047619047619,0.7865853658536586
selected,1494993.java,873,899,selected,2430560.java,874,900,3,1,1
selected,2306882.java,153,169,selected,2197076.java,224,238,3,0.8421052631578947,0.9242424242424242
selected,850830.java,37,53,selected,2306882.java,153,169,3,0.9473684210526316,0.9924242424242424
selected,2306882.java,153,169,selected,2347105.java,129,146,3,0.9,0.9166666666666666
selected,2090878.java,71,88,selected,2306882.java,153,169,3,0.8571428571428572,0.8741721854304636
selected,1574719.java,145,163,selected,572754.java,19,37,3,0.9473684210526316,0.9826086956521739
selected,2102326.java,637,658,selected,1574719.java,145,163,3,0.8636363636363636,0.7755102040816326
selected,882365.java,379,402,selected,1574719.java,145,163,3,0.7083333333333333,0.6494252873563218
selected,1574719.java,145,163,selected,926926.java,63,81,3,0.9473684210526316,0.9826086956521739
selected,1574719.java,145,163,selected,1524798.java,43,61,3,0.9473684210526316,0.9912280701754386
selected,1574719.java,145,163,selected,1831582.java,207,224,3,0.736842105263158,0.811965811965812
selected,1574719.java,145,163,selected,1081859.java,197,212,3,0.7894736842105263,0.8421052631578947
selected,1574719.java,145,163,selected,668466.java,50,68,3,0.9473684210526316,0.9473684210526316
selected,1574719.java,145,163,selected,1819337.java,144,162,3,0.9473684210526316,0.991304347826087
selected,1574719.java,145,163,selected,1748547.java,90,112,3,0.782608695652174,0.8615384615384616
selected,1234284.java,70,88,selected,1574719.java,145,163,3,0.9473684210526316,0.9826086956521739
selected,1574719.java,145,163,selected,1761827.java,86,102,3,0.7894736842105263,0.8421052631578947
selected,1574719.java,145,163,selected,169032.java,187,205,3,0.9473684210526316,0.9826086956521739
selected,1574719.java,145,163,selected,1057320.java,207,224,3,0.736842105263158,0.811965811965812
selected,1574719.java,145,163,selected,2403960.java,34,49,3,0.736842105263158,0.8070175438596492
selected,388654.java,111,129,selected,1574719.java,145,163,3,0.9473684210526316,0.991304347826087
selected,1574719.java,145,163,selected,693554.java,184,203,3,0.85,0.8296296296296296
selected,1574719.java,145,163,selected,138213.java,35,53,3,0.9473684210526316,0.9826086956521739
selected,1574719.java,145,163,selected,2364800.java,70,88,3,0.9473684210526316,0.9826086956521739
selected,1921449.java,65,83,selected,1574719.java,145,163,3,0.9473684210526316,0.9826086956521739
selected,1574719.java,145,163,selected,861428.java,327,347,3,0.7619047619047619,0.8195488721804511
selected,1574719.java,145,163,selected,2556943.java,11,29,3,0.9473684210526316,0.9826086956521739
selected,1574719.java,145,163,selected,1597770.java,195,215,3,0.8095238095238095,0.8444444444444444
selected,2722391.java,910,921,selected,2722391.java,923,934,3,0.75,0.9270833333333334
selected,2139178.java,36,72,selected,1782650.java,36,69,3,0.7567567567567568,0.7397260273972603
default,108638.java,248,261,selected,106425.java,72,83,3,0.7333333333333334,0.7850467289719626
selected,106425.java,72,83,selected,2088201.java,65,75,3,0.8461538461538461,0.8837209302325582
selected,106425.java,72,83,selected,1718247.java,56,69,3,0.7333333333333334,0.6639344262295082
selected,2616197.java,52,61,selected,941488.java,297,307,3,0.7272727272727273,0.926829268292683
selected,106425.java,72,83,selected,1141869.java,113,125,3,0.7142857142857143,0.7961165048543689
selected,2551798.java,61,94,selected,649022.java,14,43,3,0.7297297297297297,0.7816091954022988
selected,1317500.java,121,131,selected,2616197.java,52,61,3,0.7272727272727273,0.926829268292683
selected,106425.java,72,83,selected,2337215.java,43,54,3,0.8461538461538461,0.8316831683168316
selected,106425.java,85,95,selected,2616197.java,52,61,3,0.7272727272727273,0.8444444444444444
selected,1337392.java,59,68,selected,2616197.java,52,61,3,0.8,0.9382716049382716
selected,10730.java,755,781,selected,1560483.java,754,780,3,0.8148148148148149,0.9698492462311558
selected,2279865.java,16,26,selected,2616197.java,52,61,3,0.7272727272727273,0.9397590361445783
selected,2616197.java,52,61,selected,2524777.java,33,43,3,0.7272727272727273,0.8651685393258427
selected,1334309.java,19,29,selected,2616197.java,52,61,3,0.7272727272727273,0.9390243902439024
selected,1560483.java,754,780,selected,925397.java,854,880,3,0.962962962962963,0.965
selected,438322.java,897,917,selected,1560483.java,754,780,3,0.7037037037037037,0.8756476683937824
selected,438322.java,865,885,selected,1560483.java,754,780,3,0.7037037037037037,0.8756476683937824
selected,1494993.java,873,899,selected,1560483.java,754,780,3,1,1
default,17633.java,31,61,selected,1156117.java,61,87,3,0.75,0.8768656716417911
selected,1395872.java,99,126,selected,1176675.java,112,137,3,0.7142857142857143,0.7898089171974523
selected,1139080.java,881,907,selected,925397.java,854,880,3,0.962962962962963,0.965
selected,438322.java,865,885,selected,1139080.java,881,907,3,0.7037037037037037,0.8756476683937824
selected,10730.java,755,781,selected,1139080.java,881,907,3,0.8148148148148149,0.9698492462311558
selected,1494993.java,873,899,selected,1139080.java,881,907,3,1,1
selected,438322.java,897,917,selected,1139080.java,881,907,3,0.7037037037037037,0.8756476683937824
selected,2099221.java,39,41,selected,2458362.java,35,38,3,0.75,0.92
selected,2099221.java,43,45,selected,2458362.java,35,38,3,0.75,0.92
selected,1374908.java,53,57,selected,1374908.java,59,63,3,0.8,0.9464285714285714
selected,2256300.java,15,21,selected,2227871.java,105,112,3,0.75,0.904109589041096
selected,2256300.java,15,21,selected,2331814.java,67,73,3,0.8571428571428572,0.9852941176470589
