function_one_type,function_one_name,function_one_startline,function_one_endline,function_two_type,function_two_name,function_two_startline,function_two_endline,syntactic_type,similarity_line,similarity_token
selected,209298.java,840,866,selected,110490.java,838,864,2,1,1
selected,593263.java,873,899,selected,110490.java,838,864,2,1,1
selected,2554952.java,874,900,selected,110490.java,838,864,2,1,1
selected,2430560.java,874,900,selected,110490.java,838,864,2,1,1
selected,110490.java,838,864,selected,1139080.java,881,907,2,1,1
selected,264272.java,790,816,selected,110490.java,838,864,2,1,1
selected,110490.java,838,864,selected,1802351.java,874,900,2,1,1
selected,110490.java,838,864,selected,110490.java,874,900,2,1,1
selected,1103041.java,874,900,selected,110490.java,838,864,2,1,1
selected,1511595.java,870,896,selected,110490.java,838,864,2,1,1
selected,1560483.java,790,816,selected,110490.java,838,864,2,1,1
default,126904.java,872,898,selected,110490.java,838,864,2,1,1
default,122954.java,872,898,selected,110490.java,838,864,2,1,1
selected,1882693.java,873,899,selected,110490.java,838,864,2,1,1
selected,2215261.java,874,900,selected,110490.java,838,864,2,1,1
selected,753625.java,790,816,selected,110490.java,838,864,2,1,1
selected,304936.java,871,897,selected,110490.java,838,864,2,1,1
selected,183804.java,788,814,selected,110490.java,838,864,2,1,1
selected,2190287.java,873,899,selected,110490.java,838,864,2,1,1
selected,1966020.java,894,920,selected,110490.java,838,864,2,1,1
selected,597475.java,874,900,selected,110490.java,838,864,2,1,1
selected,707943.java,873,899,selected,110490.java,838,864,2,1,1
selected,110490.java,838,864,selected,2481579.java,893,919,2,1,1
selected,364540.java,871,897,selected,110490.java,838,864,2,1,1
selected,110490.java,838,864,selected,2365821.java,874,900,2,1,1
selected,964253.java,874,900,selected,110490.java,838,864,2,1,1
selected,110490.java,838,864,selected,419020.java,939,965,2,1,1
selected,1483221.java,872,898,selected,110490.java,838,864,2,1,1
selected,2599719.java,874,900,selected,110490.java,838,864,2,1,1
default,77069.java,872,898,selected,110490.java,838,864,2,1,1
selected,1496807.java,884,910,selected,110490.java,838,864,2,1,1
selected,110490.java,838,864,selected,588446.java,875,901,2,1,1
selected,2429982.java,872,898,selected,110490.java,838,864,2,1,1
default,16883.java,889,915,selected,110490.java,838,864,2,1,1
selected,244622.java,873,899,selected,110490.java,838,864,2,1,1
selected,110490.java,838,864,selected,1931054.java,874,900,2,1,1
default,78884.java,30,48,selected,1068957.java,11,29,2,1,1
selected,2229382.java,874,900,selected,110490.java,838,864,2,1,1
selected,110490.java,838,864,selected,2108660.java,959,985,2,1,1
selected,2348309.java,790,816,selected,110490.java,838,864,2,1,1
selected,1234284.java,70,88,selected,1068957.java,11,29,2,1,1
selected,1068957.java,11,29,selected,926926.java,63,81,2,1,1
selected,1068957.java,11,29,selected,138213.java,35,53,2,1,1
selected,1068957.java,11,29,selected,169032.java,187,205,2,1,1
selected,1068957.java,11,29,selected,572754.java,19,37,2,1,1
selected,1966020.java,858,884,selected,2038811.java,874,900,2,1,1
selected,1068957.java,11,29,selected,2364800.java,70,88,2,1,1
selected,264272.java,754,780,selected,2038811.java,874,900,2,1,1
selected,2599719.java,838,864,selected,2038811.java,874,900,2,1,1
selected,1882693.java,837,863,selected,2038811.java,874,900,2,1,1
selected,1560483.java,754,780,selected,2038811.java,874,900,2,1,1
selected,1511595.java,834,860,selected,2038811.java,874,900,2,1,1
default,77069.java,836,862,selected,2038811.java,874,900,2,1,1
selected,2554952.java,838,864,selected,2038811.java,874,900,2,1,1
default,85394.java,836,862,selected,2038811.java,874,900,2,1,1
selected,1921449.java,65,83,selected,1068957.java,11,29,2,1,1
selected,1068957.java,11,29,selected,2556943.java,11,29,2,1,1
selected,2038811.java,874,900,selected,1098324.java,815,841,2,1,1
selected,1103041.java,838,864,selected,2038811.java,874,900,2,1,1
selected,597475.java,838,864,selected,2038811.java,874,900,2,1,1
default,126904.java,836,862,selected,2038811.java,874,900,2,1,1
selected,209298.java,804,830,selected,2038811.java,874,900,2,1,1
selected,2038811.java,874,900,selected,1561076.java,908,934,2,1,1
selected,1139080.java,845,871,selected,2038811.java,874,900,2,1,1
selected,2038811.java,874,900,selected,2481579.java,857,883,2,1,1
selected,1483221.java,836,862,selected,2038811.java,874,900,2,1,1
selected,364540.java,835,861,selected,2038811.java,874,900,2,1,1
selected,964253.java,838,864,selected,2038811.java,874,900,2,1,1
default,16883.java,853,879,selected,2038811.java,874,900,2,1,1
selected,2215261.java,838,864,selected,2038811.java,874,900,2,1,1
selected,2038811.java,874,900,selected,2365821.java,838,864,2,1,1
selected,593263.java,837,863,selected,2038811.java,874,900,2,1,1
selected,183804.java,752,778,selected,2038811.java,874,900,2,1,1
selected,2038811.java,874,900,selected,1402632.java,838,864,2,1,1
selected,244622.java,837,863,selected,2038811.java,874,900,2,1,1
selected,2430560.java,838,864,selected,2038811.java,874,900,2,1,1
selected,1496807.java,848,874,selected,2038811.java,874,900,2,1,1
selected,1802351.java,838,864,selected,2038811.java,874,900,2,1,1
selected,304936.java,835,861,selected,2038811.java,874,900,2,1,1
selected,707943.java,837,863,selected,2038811.java,874,900,2,1,1
selected,2229382.java,838,864,selected,2038811.java,874,900,2,1,1
selected,2640664.java,753,779,selected,2038811.java,874,900,2,1,1
selected,2510322.java,754,780,selected,2038811.java,874,900,2,1,1
selected,2038811.java,874,900,selected,1876215.java,753,779,2,1,1
selected,2038811.java,838,864,selected,2038811.java,874,900,2,1,1
selected,2190287.java,837,863,selected,2038811.java,874,900,2,1,1
selected,2038811.java,874,900,selected,419020.java,901,927,2,1,1
selected,2348309.java,754,780,selected,2038811.java,874,900,2,1,1
selected,2339370.java,755,781,selected,2038811.java,874,900,2,1,1
selected,2038811.java,874,900,selected,2108660.java,923,949,2,1,1
selected,2038811.java,874,900,selected,588446.java,839,865,2,1,1
selected,464186.java,27,33,selected,299629.java,199,205,2,1,1
selected,1571204.java,43,49,selected,299629.java,199,205,2,1,1
selected,1623414.java,34,40,selected,299629.java,199,205,2,1,1
selected,2088123.java,40,46,selected,299629.java,199,205,2,1,1
selected,685601.java,89,95,selected,299629.java,199,205,2,1,1
selected,999982.java,18,24,selected,299629.java,199,205,2,1,1
selected,527236.java,153,167,selected,1875065.java,203,217,2,1,1
selected,2458362.java,35,38,selected,2458362.java,40,43,2,1,1
selected,2446886.java,35,38,selected,2458362.java,40,43,2,1,1
selected,2554952.java,874,900,selected,1966020.java,858,884,2,1,1
selected,527236.java,153,167,selected,1608219.java,146,160,2,1,1
selected,264272.java,754,780,selected,2554952.java,874,900,2,1,1
selected,2554952.java,874,900,selected,1098324.java,815,841,2,1,1
selected,2554952.java,874,900,selected,2599719.java,838,864,2,1,1
selected,2554952.java,874,900,selected,1882693.java,837,863,2,1,1
default,77069.java,836,862,selected,2554952.java,874,900,2,1,1
selected,2554952.java,874,900,selected,1560483.java,754,780,2,1,1
selected,1511595.java,834,860,selected,2554952.java,874,900,2,1,1
selected,2554952.java,838,864,selected,2554952.java,874,900,2,1,1
default,85394.java,836,862,selected,2554952.java,874,900,2,1,1
selected,597475.java,838,864,selected,2554952.java,874,900,2,1,1
selected,2554952.java,874,900,selected,1103041.java,838,864,2,1,1
selected,1596280.java,119,128,selected,2407823.java,119,128,2,1,1
selected,2554952.java,874,900,selected,209298.java,804,830,2,1,1
selected,2554952.java,874,900,selected,1139080.java,845,871,2,1,1
selected,2554952.java,874,900,selected,1561076.java,908,934,2,1,1
selected,2554952.java,874,900,selected,2481579.java,857,883,2,1,1
default,126904.java,836,862,selected,2554952.java,874,900,2,1,1
selected,1483221.java,836,862,selected,2554952.java,874,900,2,1,1
selected,2554952.java,874,900,selected,964253.java,838,864,2,1,1
default,16883.java,853,879,selected,2554952.java,874,900,2,1,1
selected,2554952.java,874,900,selected,1402632.java,838,864,2,1,1
selected,2554952.java,874,900,selected,364540.java,835,861,2,1,1
selected,2554952.java,874,900,selected,593263.java,837,863,2,1,1
selected,2554952.java,874,900,selected,2215261.java,838,864,2,1,1
selected,244622.java,837,863,selected,2554952.java,874,900,2,1,1
selected,2554952.java,874,900,selected,2430560.java,838,864,2,1,1
selected,2554952.java,874,900,selected,183804.java,752,778,2,1,1
selected,2554952.java,874,900,selected,2365821.java,838,864,2,1,1
selected,2554952.java,874,900,selected,1802351.java,838,864,2,1,1
selected,2554952.java,874,900,selected,2640664.java,753,779,2,1,1
selected,2554952.java,874,900,selected,2510322.java,754,780,2,1,1
selected,2554952.java,874,900,selected,1876215.java,753,779,2,1,1
selected,2554952.java,874,900,selected,2229382.java,838,864,2,1,1
selected,2554952.java,874,900,selected,419020.java,901,927,2,1,1
selected,2554952.java,874,900,selected,304936.java,835,861,2,1,1
selected,2554952.java,874,900,selected,707943.java,837,863,2,1,1
selected,2554952.java,874,900,selected,1496807.java,848,874,2,1,1
selected,2554952.java,874,900,selected,2038811.java,838,864,2,1,1
selected,2554952.java,874,900,selected,2339370.java,755,781,2,1,1
selected,2554952.java,874,900,selected,2348309.java,754,780,2,1,1
selected,836722.java,118,126,selected,2077739.java,747,755,2,1,1
selected,2554952.java,874,900,selected,2190287.java,837,863,2,1,1
default,78884.java,30,48,selected,572754.java,19,37,2,1,1
selected,2554952.java,874,900,selected,2108660.java,923,949,2,1,1
selected,2554952.java,874,900,selected,588446.java,839,865,2,1,1
selected,443043.java,1550,1559,selected,594064.java,15,24,2,1,1
selected,1823751.java,50,58,selected,2077739.java,747,755,2,1,1
selected,2205390.java,47,53,selected,1152093.java,55,61,2,1,1
selected,443043.java,1550,1559,selected,351570.java,83,92,2,1,1
selected,2256300.java,15,21,selected,1152093.java,55,61,2,1,1
selected,1152093.java,55,61,selected,1627071.java,116,122,2,1,1
selected,1152093.java,55,61,selected,690424.java,14,20,2,1,1
selected,1152093.java,55,61,selected,1542784.java,128,134,2,1,1
selected,1152093.java,55,61,selected,1893527.java,47,53,2,1,1
selected,1152093.java,55,61,selected,2687364.java,24,30,2,1,1
selected,2332106.java,29,50,selected,426921.java,46,67,2,1,1
selected,2688879.java,37,49,selected,1752530.java,128,140,2,1,1
selected,1796857.java,36,42,selected,1152093.java,55,61,2,1,1
selected,2688879.java,37,49,selected,2211044.java,280,292,2,1,1
selected,836722.java,118,126,selected,499481.java,849,857,2,1,1
selected,1632727.java,129,141,selected,2688879.java,37,49,2,1,1
selected,836722.java,118,126,selected,591946.java,827,835,2,1,1
selected,1823751.java,50,58,selected,836722.java,118,126,2,1,1
selected,264272.java,754,780,selected,1402632.java,874,900,2,1,1
selected,2599719.java,838,864,selected,1402632.java,874,900,2,1,1
selected,1882693.java,837,863,selected,1402632.java,874,900,2,1,1
selected,1560483.java,754,780,selected,1402632.java,874,900,2,1,1
selected,1511595.java,834,860,selected,1402632.java,874,900,2,1,1
default,77069.java,836,862,selected,1402632.java,874,900,2,1,1
selected,2554952.java,838,864,selected,1402632.java,874,900,2,1,1
default,85394.java,836,862,selected,1402632.java,874,900,2,1,1
selected,836722.java,118,126,selected,2455851.java,855,863,2,1,1
selected,597475.java,838,864,selected,1402632.java,874,900,2,1,1
selected,1966020.java,858,884,selected,1402632.java,874,900,2,1,1
selected,1402632.java,874,900,selected,1098324.java,815,841,2,1,1
selected,1402632.java,874,900,selected,2481579.java,857,883,2,1,1
selected,1103041.java,838,864,selected,1402632.java,874,900,2,1,1
selected,1139080.java,845,871,selected,1402632.java,874,900,2,1,1
selected,209298.java,804,830,selected,1402632.java,874,900,2,1,1
selected,1561076.java,908,934,selected,1402632.java,874,900,2,1,1
selected,964253.java,838,864,selected,1402632.java,874,900,2,1,1
default,16883.java,853,879,selected,1402632.java,874,900,2,1,1
default,126904.java,836,862,selected,1402632.java,874,900,2,1,1
selected,364540.java,835,861,selected,1402632.java,874,900,2,1,1
selected,183804.java,752,778,selected,1402632.java,874,900,2,1,1
selected,1402632.java,838,864,selected,1402632.java,874,900,2,1,1
selected,1483221.java,836,862,selected,1402632.java,874,900,2,1,1
selected,2215261.java,838,864,selected,1402632.java,874,900,2,1,1
selected,2365821.java,838,864,selected,1402632.java,874,900,2,1,1
selected,304936.java,835,861,selected,1402632.java,874,900,2,1,1
selected,593263.java,837,863,selected,1402632.java,874,900,2,1,1
selected,244622.java,837,863,selected,1402632.java,874,900,2,1,1
selected,2430560.java,838,864,selected,1402632.java,874,900,2,1,1
selected,1802351.java,838,864,selected,1402632.java,874,900,2,1,1
selected,707943.java,837,863,selected,1402632.java,874,900,2,1,1
selected,2640664.java,753,779,selected,1402632.java,874,900,2,1,1
selected,1496807.java,848,874,selected,1402632.java,874,900,2,1,1
selected,1402632.java,874,900,selected,419020.java,901,927,2,1,1
selected,2229382.java,838,864,selected,1402632.java,874,900,2,1,1
selected,2038811.java,838,864,selected,1402632.java,874,900,2,1,1
selected,2510322.java,754,780,selected,1402632.java,874,900,2,1,1
selected,1402632.java,874,900,selected,1876215.java,753,779,2,1,1
selected,2348309.java,754,780,selected,1402632.java,874,900,2,1,1
selected,1402632.java,874,900,selected,2108660.java,923,949,2,1,1
selected,1402632.java,874,900,selected,588446.java,839,865,2,1,1
selected,2339370.java,755,781,selected,1402632.java,874,900,2,1,1
selected,209298.java,840,866,selected,1098324.java,815,841,2,1,1
selected,209298.java,840,866,selected,1966020.java,858,884,2,1,1
selected,2190287.java,837,863,selected,1402632.java,874,900,2,1,1
selected,1511595.java,834,860,selected,209298.java,840,866,2,1,1
selected,264272.java,754,780,selected,209298.java,840,866,2,1,1
selected,209298.java,840,866,selected,2599719.java,838,864,2,1,1
selected,209298.java,840,866,selected,1882693.java,837,863,2,1,1
selected,209298.java,840,866,selected,1560483.java,754,780,2,1,1
default,77069.java,836,862,selected,209298.java,840,866,2,1,1
selected,597475.java,838,864,selected,209298.java,840,866,2,1,1
selected,2554952.java,838,864,selected,209298.java,840,866,2,1,1
default,85394.java,836,862,selected,209298.java,840,866,2,1,1
selected,209298.java,840,866,selected,1103041.java,838,864,2,1,1
selected,209298.java,840,866,selected,1139080.java,845,871,2,1,1
selected,209298.java,840,866,selected,2481579.java,857,883,2,1,1
default,126904.java,836,862,selected,209298.java,840,866,2,1,1
default,16883.java,853,879,selected,209298.java,840,866,2,1,1
selected,209298.java,804,830,selected,209298.java,840,866,2,1,1
selected,209298.java,840,866,selected,1561076.java,908,934,2,1,1
selected,209298.java,840,866,selected,364540.java,835,861,2,1,1
selected,209298.java,840,866,selected,964253.java,838,864,2,1,1
selected,209298.java,840,866,selected,1402632.java,838,864,2,1,1
selected,209298.java,840,866,selected,2365821.java,838,864,2,1,1
selected,209298.java,840,866,selected,593263.java,837,863,2,1,1
selected,244622.java,837,863,selected,209298.java,840,866,2,1,1
selected,209298.java,840,866,selected,2430560.java,838,864,2,1,1
selected,209298.java,840,866,selected,1802351.java,838,864,2,1,1
selected,209298.java,840,866,selected,304936.java,835,861,2,1,1
selected,209298.java,840,866,selected,707943.java,837,863,2,1,1
selected,1496807.java,848,874,selected,209298.java,840,866,2,1,1
selected,209298.java,840,866,selected,2510322.java,754,780,2,1,1
selected,183804.java,752,778,selected,209298.java,840,866,2,1,1
selected,1483221.java,836,862,selected,209298.java,840,866,2,1,1
selected,209298.java,840,866,selected,2215261.java,838,864,2,1,1
selected,209298.java,840,866,selected,1876215.java,753,779,2,1,1
selected,209298.java,840,866,selected,2038811.java,838,864,2,1,1
selected,2229382.java,838,864,selected,209298.java,840,866,2,1,1
selected,209298.java,840,866,selected,2640664.java,753,779,2,1,1
selected,209298.java,840,866,selected,588446.java,839,865,2,1,1
selected,209298.java,840,866,selected,2348309.java,754,780,2,1,1
selected,209298.java,840,866,selected,2339370.java,755,781,2,1,1
selected,209298.java,840,866,selected,419020.java,901,927,2,1,1
selected,2190287.java,837,863,selected,209298.java,840,866,2,1,1
selected,209298.java,840,866,selected,2108660.java,923,949,2,1,1
selected,594064.java,15,24,selected,1360935.java,504,513,2,1,1
selected,627221.java,14,22,selected,1710243.java,13,21,2,1,1
selected,1719348.java,113,158,selected,1047383.java,118,163,2,1,1
selected,351570.java,83,92,selected,1360935.java,504,513,2,1,1
selected,2205390.java,47,53,selected,2256300.java,15,21,2,1,1
selected,2205390.java,47,53,selected,2687364.java,24,30,2,1,1
selected,2205390.java,47,53,selected,1796857.java,36,42,2,1,1
selected,2250750.java,13,21,selected,627221.java,14,22,2,1,1
selected,2205390.java,47,53,selected,1627071.java,116,122,2,1,1
selected,2205390.java,47,53,selected,690424.java,14,20,2,1,1
selected,2205390.java,47,53,selected,1893527.java,47,53,2,1,1
selected,1966020.java,858,884,selected,1098324.java,851,877,2,1,1
selected,593263.java,873,899,selected,1966020.java,858,884,2,1,1
selected,2430560.java,874,900,selected,1966020.java,858,884,2,1,1
selected,1966020.java,858,884,selected,1139080.java,881,907,2,1,1
selected,264272.java,790,816,selected,1966020.java,858,884,2,1,1
selected,1966020.java,858,884,selected,1802351.java,874,900,2,1,1
selected,1966020.java,858,884,selected,110490.java,874,900,2,1,1
selected,1966020.java,858,884,selected,1103041.java,874,900,2,1,1
default,122954.java,872,898,selected,1966020.java,858,884,2,1,1
selected,183804.java,788,814,selected,1966020.java,858,884,2,1,1
default,126904.java,872,898,selected,1966020.java,858,884,2,1,1
selected,2215261.java,874,900,selected,1966020.java,858,884,2,1,1
selected,1882693.java,873,899,selected,1966020.java,858,884,2,1,1
selected,1966020.java,858,884,selected,753625.java,790,816,2,1,1
selected,1511595.java,870,896,selected,1966020.java,858,884,2,1,1
selected,1966020.java,858,884,selected,1560483.java,790,816,2,1,1
selected,2190287.java,873,899,selected,1966020.java,858,884,2,1,1
selected,597475.java,874,900,selected,1966020.java,858,884,2,1,1
selected,1966020.java,858,884,selected,1966020.java,894,920,2,1,1
selected,707943.java,873,899,selected,1966020.java,858,884,2,1,1
selected,1966020.java,858,884,selected,2481579.java,893,919,2,1,1
selected,1966020.java,858,884,selected,304936.java,871,897,2,1,1
selected,1966020.java,858,884,selected,2365821.java,874,900,2,1,1
selected,1483221.java,872,898,selected,1966020.java,858,884,2,1,1
selected,364540.java,871,897,selected,1966020.java,858,884,2,1,1
selected,964253.java,874,900,selected,1966020.java,858,884,2,1,1
selected,1966020.java,858,884,selected,419020.java,939,965,2,1,1
selected,1966020.java,858,884,selected,588446.java,875,901,2,1,1
selected,2599719.java,874,900,selected,1966020.java,858,884,2,1,1
default,77069.java,872,898,selected,1966020.java,858,884,2,1,1
selected,1966020.java,858,884,selected,1931054.java,874,900,2,1,1
default,16883.java,889,915,selected,1966020.java,858,884,2,1,1
selected,1496807.java,884,910,selected,1966020.java,858,884,2,1,1
selected,244622.java,873,899,selected,1966020.java,858,884,2,1,1
selected,2429982.java,872,898,selected,1966020.java,858,884,2,1,1
selected,1247433.java,142,148,selected,2220153.java,87,93,2,1,1
selected,925397.java,854,880,selected,925397.java,890,916,2,1,1
selected,2229382.java,874,900,selected,1966020.java,858,884,2,1,1
selected,1966020.java,858,884,selected,2108660.java,959,985,2,1,1
selected,1098324.java,815,841,selected,1098324.java,851,877,2,1,1
selected,2430560.java,874,900,selected,1098324.java,815,841,2,1,1
selected,1139080.java,881,907,selected,1098324.java,815,841,2,1,1
selected,2348309.java,790,816,selected,1966020.java,858,884,2,1,1
selected,593263.java,873,899,selected,1098324.java,815,841,2,1,1
selected,264272.java,790,816,selected,1098324.java,815,841,2,1,1
selected,1802351.java,874,900,selected,1098324.java,815,841,2,1,1
selected,110490.java,874,900,selected,1098324.java,815,841,2,1,1
selected,1103041.java,874,900,selected,1098324.java,815,841,2,1,1
selected,1560483.java,790,816,selected,1098324.java,815,841,2,1,1
default,122954.java,872,898,selected,1098324.java,815,841,2,1,1
selected,2215261.java,874,900,selected,1098324.java,815,841,2,1,1
selected,183804.java,788,814,selected,1098324.java,815,841,2,1,1
selected,2190287.java,873,899,selected,1098324.java,815,841,2,1,1
selected,597475.java,874,900,selected,1098324.java,815,841,2,1,1
default,126904.java,872,898,selected,1098324.java,815,841,2,1,1
selected,1882693.java,873,899,selected,1098324.java,815,841,2,1,1
selected,707943.java,873,899,selected,1098324.java,815,841,2,1,1
selected,753625.java,790,816,selected,1098324.java,815,841,2,1,1
selected,1098324.java,815,841,selected,2481579.java,893,919,2,1,1
selected,1511595.java,870,896,selected,1098324.java,815,841,2,1,1
selected,1966020.java,894,920,selected,1098324.java,815,841,2,1,1
selected,364540.java,871,897,selected,1098324.java,815,841,2,1,1
selected,964253.java,874,900,selected,1098324.java,815,841,2,1,1
selected,2599719.java,874,900,selected,1098324.java,815,841,2,1,1
selected,2365821.java,874,900,selected,1098324.java,815,841,2,1,1
selected,304936.java,871,897,selected,1098324.java,815,841,2,1,1
selected,1483221.java,872,898,selected,1098324.java,815,841,2,1,1
selected,1098324.java,815,841,selected,588446.java,875,901,2,1,1
selected,1098324.java,815,841,selected,419020.java,939,965,2,1,1
default,77069.java,872,898,selected,1098324.java,815,841,2,1,1
selected,1496807.java,884,910,selected,1098324.java,815,841,2,1,1
selected,244622.java,873,899,selected,1098324.java,815,841,2,1,1
selected,1931054.java,874,900,selected,1098324.java,815,841,2,1,1
selected,2229382.java,874,900,selected,1098324.java,815,841,2,1,1
selected,2429982.java,872,898,selected,1098324.java,815,841,2,1,1
default,16883.java,889,915,selected,1098324.java,815,841,2,1,1
selected,1098324.java,815,841,selected,2108660.java,959,985,2,1,1
selected,1571204.java,43,49,selected,464186.java,27,33,2,1,1
selected,2348309.java,790,816,selected,1098324.java,815,841,2,1,1
selected,1571204.java,43,49,selected,685601.java,89,95,2,1,1
selected,1571204.java,43,49,selected,999982.java,18,24,2,1,1
selected,1560483.java,754,780,selected,1098324.java,851,877,2,1,1
selected,264272.java,754,780,selected,1098324.java,851,877,2,1,1
selected,2599719.java,838,864,selected,1098324.java,851,877,2,1,1
selected,1882693.java,837,863,selected,1098324.java,851,877,2,1,1
selected,1511595.java,834,860,selected,1098324.java,851,877,2,1,1
selected,209298.java,804,830,selected,1098324.java,851,877,2,1,1
default,77069.java,836,862,selected,1098324.java,851,877,2,1,1
selected,2554952.java,838,864,selected,1098324.java,851,877,2,1,1
default,85394.java,836,862,selected,1098324.java,851,877,2,1,1
selected,2247038.java,29,31,selected,2247038.java,33,35,2,1,1
selected,1561076.java,908,934,selected,1098324.java,851,877,2,1,1
selected,1098324.java,851,877,selected,2481579.java,857,883,2,1,1
selected,597475.java,838,864,selected,1098324.java,851,877,2,1,1
selected,1103041.java,838,864,selected,1098324.java,851,877,2,1,1
selected,1139080.java,845,871,selected,1098324.java,851,877,2,1,1
default,126904.java,836,862,selected,1098324.java,851,877,2,1,1
default,16883.java,853,879,selected,1098324.java,851,877,2,1,1
selected,364540.java,835,861,selected,1098324.java,851,877,2,1,1
selected,2365821.java,838,864,selected,1098324.java,851,877,2,1,1
selected,964253.java,838,864,selected,1098324.java,851,877,2,1,1
selected,1402632.java,838,864,selected,1098324.java,851,877,2,1,1
selected,593263.java,837,863,selected,1098324.java,851,877,2,1,1
selected,183804.java,752,778,selected,1098324.java,851,877,2,1,1
selected,244622.java,837,863,selected,1098324.java,851,877,2,1,1
selected,2430560.java,838,864,selected,1098324.java,851,877,2,1,1
selected,1483221.java,836,862,selected,1098324.java,851,877,2,1,1
selected,2215261.java,838,864,selected,1098324.java,851,877,2,1,1
selected,1802351.java,838,864,selected,1098324.java,851,877,2,1,1
selected,2640664.java,753,779,selected,1098324.java,851,877,2,1,1
selected,304936.java,835,861,selected,1098324.java,851,877,2,1,1
selected,707943.java,837,863,selected,1098324.java,851,877,2,1,1
selected,2510322.java,754,780,selected,1098324.java,851,877,2,1,1
selected,1098324.java,851,877,selected,1876215.java,753,779,2,1,1
selected,2229382.java,838,864,selected,1098324.java,851,877,2,1,1
selected,1496807.java,848,874,selected,1098324.java,851,877,2,1,1
selected,2348309.java,754,780,selected,1098324.java,851,877,2,1,1
selected,1098324.java,851,877,selected,419020.java,901,927,2,1,1
selected,264272.java,754,780,selected,593263.java,873,899,2,1,1
selected,264272.java,754,780,selected,2430560.java,874,900,2,1,1
selected,264272.java,754,780,selected,1139080.java,881,907,2,1,1
selected,264272.java,754,780,selected,1802351.java,874,900,2,1,1
selected,264272.java,754,780,selected,110490.java,874,900,2,1,1
selected,2038811.java,838,864,selected,1098324.java,851,877,2,1,1
selected,2190287.java,837,863,selected,1098324.java,851,877,2,1,1
default,122954.java,872,898,selected,264272.java,754,780,2,1,1
selected,264272.java,754,780,selected,1103041.java,874,900,2,1,1
selected,2339370.java,755,781,selected,1098324.java,851,877,2,1,1
selected,264272.java,754,780,selected,264272.java,790,816,2,1,1
selected,264272.java,754,780,selected,1882693.java,873,899,2,1,1
selected,264272.java,754,780,selected,753625.java,790,816,2,1,1
selected,1511595.java,870,896,selected,264272.java,754,780,2,1,1
selected,1098324.java,851,877,selected,2108660.java,923,949,2,1,1
selected,264272.java,754,780,selected,1560483.java,790,816,2,1,1
selected,264272.java,754,780,selected,2215261.java,874,900,2,1,1
selected,1098324.java,851,877,selected,588446.java,839,865,2,1,1
selected,264272.java,754,780,selected,183804.java,788,814,2,1,1
selected,264272.java,754,780,selected,2190287.java,873,899,2,1,1
selected,597475.java,874,900,selected,264272.java,754,780,2,1,1
default,126904.java,872,898,selected,264272.java,754,780,2,1,1
selected,264272.java,754,780,selected,304936.java,871,897,2,1,1
selected,264272.java,754,780,selected,2365821.java,874,900,2,1,1
selected,264272.java,754,780,selected,2481579.java,893,919,2,1,1
selected,264272.java,754,780,selected,707943.java,873,899,2,1,1
selected,264272.java,754,780,selected,364540.java,871,897,2,1,1
selected,264272.java,754,780,selected,964253.java,874,900,2,1,1
selected,264272.java,754,780,selected,1966020.java,894,920,2,1,1
selected,264272.java,754,780,selected,419020.java,939,965,2,1,1
default,77069.java,872,898,selected,264272.java,754,780,2,1,1
selected,1483221.java,872,898,selected,264272.java,754,780,2,1,1
selected,264272.java,754,780,selected,2599719.java,874,900,2,1,1
selected,264272.java,754,780,selected,588446.java,875,901,2,1,1
default,16883.java,889,915,selected,264272.java,754,780,2,1,1
selected,264272.java,754,780,selected,1496807.java,884,910,2,1,1
selected,244622.java,873,899,selected,264272.java,754,780,2,1,1
selected,264272.java,754,780,selected,1931054.java,874,900,2,1,1
selected,264272.java,754,780,selected,2429982.java,872,898,2,1,1
selected,1627071.java,116,122,selected,690424.java,14,20,2,1,1
selected,264272.java,754,780,selected,2108660.java,959,985,2,1,1
selected,264272.java,754,780,selected,2348309.java,790,816,2,1,1
selected,264272.java,754,780,selected,2229382.java,874,900,2,1,1
selected,1542784.java,128,134,selected,1627071.java,116,122,2,1,1
selected,1627071.java,116,122,selected,1893527.java,47,53,2,1,1
selected,1796857.java,36,42,selected,1627071.java,116,122,2,1,1
selected,2599719.java,838,864,selected,593263.java,873,899,2,1,1
selected,1627071.java,116,122,selected,2687364.java,24,30,2,1,1
selected,2256300.java,15,21,selected,1627071.java,116,122,2,1,1
selected,1882693.java,837,863,selected,593263.java,873,899,2,1,1
default,85394.java,836,862,selected,593263.java,873,899,2,1,1
selected,209298.java,804,830,selected,593263.java,873,899,2,1,1
selected,593263.java,873,899,selected,1560483.java,754,780,2,1,1
selected,597475.java,838,864,selected,593263.java,873,899,2,1,1
selected,364540.java,835,861,selected,593263.java,873,899,2,1,1
selected,964253.java,838,864,selected,593263.java,873,899,2,1,1
selected,1511595.java,834,860,selected,593263.java,873,899,2,1,1
default,77069.java,836,862,selected,593263.java,873,899,2,1,1
selected,2554952.java,838,864,selected,593263.java,873,899,2,1,1
selected,593263.java,873,899,selected,1103041.java,838,864,2,1,1
selected,593263.java,873,899,selected,1139080.java,845,871,2,1,1
selected,593263.java,873,899,selected,2481579.java,857,883,2,1,1
default,126904.java,836,862,selected,593263.java,873,899,2,1,1
default,16883.java,853,879,selected,593263.java,873,899,2,1,1
selected,593263.java,873,899,selected,1561076.java,908,934,2,1,1
